Committee,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Amount,Expenditure Type,Purpose,Candidate Issue,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,# of Donors - Individuals,Total $ - Individual,# of Donors - Committees,Total $ - Committee,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter,Column 1,Column 2,Matched Candidate,Matched District,Matched Party,Matched Race
Conservatives4MT,03/26/2026 to 04/25/2026,C6,2026-04-14 0:00:00,Lamar,,,,7505 Entryway Drive,Billings,MT,59101,,6500,3,BILLBOARD FEE,Shelley Vance,PM,Billboards - Bozeman,1.5 months,Billboard advertising,N,,,,,,,,,,SHELLEY VANCE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
Conservatives4MT,03/26/2026 to 04/25/2026,C6,2026-04-14 0:00:00,Lamar,,,,7505 Entryway Drive,Billings,MT,59101,,2000,3,BILLBOARD FEE,Eric Albus,PM,Billboards - Havre,1 month,Billboard advertising,N,,,,,,,,,,ERIC ALBUS,SENATE DISTRICT 14,REP,STATE SENATOR DISTRICT 14
Conservatives4MT,03/26/2026 to 04/25/2026,C6,2026-04-14 0:00:00,Lamar,,,,7505 Entryway Drive,Billings,MT,59101,,5292,3,BILLBOARD FEE,John Fitzpatrick,PM,Billboard - Deer Lodge,1 month,Billboard advertising,N,,,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
Conservatives4MT,03/26/2026 to 04/25/2026,C6,2026-04-14 0:00:00,Lamar,,,,7505 Entryway Drive,Billings,MT,59101,,4716,3,BILLBOARD FEE,Chris Rindal,PM,Billboards - 2 @ Lewistown,2 months,Billboard advertising,N,,,,,,,,,,CHRIS RINDAL,SENATE DISTRICT 19,REP,STATE SENATOR DISTRICT 19
Conservatives4MT,03/26/2026 to 04/25/2026,C6,2026-04-14 0:00:00,Lamar,,,,7505 Entryway Drive,Billings,MT,59101,,6696,3,BILLBOARD FEE,Brad Baker,PM,Billboards - Rockvale,2months,Billboard advertising,N,,,,,,,,,,BRAD BARKER,HOUSE DISTRICT 55,REP,STATE REPRESENTATIVE DISTRICT 55
Conservatives4MT,03/26/2026 to 04/25/2026,C6,2026-04-14 0:00:00,Lamar,,,,7505 Entryway Drive,Billings,MT,59101,,6500,3,BILLBOARD FEE,Russ Nelson,PM,Billboards - Bozeman,1.5 months,Billboard advertising,N,,,,,,,,,,RUSSELL C NELSON,HOUSE DISTRICT 67,REP,STATE REPRESENTATIVE DISTRICT 67
Conservatives4MT,03/26/2026 to 04/25/2026,C6,2026-04-14 0:00:00,Lamar,,,,7505 Entryway Drive,Billings,MT,59101,,2000,3,BILLBOARD FEE,Linda Reksten,PM,Billboard - Polson,1 month,Billboard advertising,N,,,,,,,,,,LINDA REKSTEN,HOUSE DISTRICT 13,REP,STATE REPRESENTATIVE DISTRICT 13
Conservatives4MT,03/26/2026 to 04/25/2026,C6,2026-04-14 0:00:00,Lamar,,,,7505 Entryway Drive,Billings,MT,59101,,1800,3,BILLBOARD FEE,Valerie Moore,PM,Billboard - Glasgow,1 month,Billboard advertising,N,,,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
Conservatives4MT,,,,,,,,,,,,,9116.81,,,,,,,,,,,,,,,,,,ARTHUR DUNN,HOUSE DISTRICT 6,REP,STATE REPRESENTATIVE DISTRICT 6
Conservatives4MT,,,,,,,,,,,,,13084.14,,,,,,,,,,,,,,,,,,BARRY USHER,SENATE DISTRICT 19,REP,STATE SENATOR DISTRICT 19
