Committee,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Amount,Expenditure Type,Purpose,Candidate Issue,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,# of Donors - Individuals,Total $ - Individual,# of Donors - Committees,Total $ - Committee,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter,Matched Candidate,Matched District,Matched Party,Matched Race
1889 Project PAC,10/01/2025 to 12/31/2025,C6,2025-12-30 00:00:00,Art Outdoor ,,,,623 Mountain View Dr,Bozeman,MT,59718,,3700.0,3,"Billboard subpoort Zack Wirth for senate district 9,  ""Montana Grit"" ",Candidate Zack Wirth SD9,PM,Billboard north of Conrad MT ,1.0,Billboard for January - May 2026,N,,,,,,,,ZACK WIRTH,SENATE DISTRICT 9,REP,STATE SENATOR DISTRICT 9
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,CANVASS AMERICA,,,,"45 N HILL DR, STE 100",WARRENTON,VA,20186.0,,14968.0,3.0,Canvassing,ZACK WIRTH (SD-9),PM,DOORKNOCKING,4/26/26-5/24/26,CANVASSING,N,,,,,,,,ZACK WIRTH,SENATE DISTRICT 9,REP,STATE SENATOR DISTRICT 9
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,5980.31,3.0,Canvassing,ZACK WIRTH (SD-9),PM,DOORKNOCKING,5/16/26-5/24/26,CANVASSING,N,,,,,,,,ZACK WIRTH,SENATE DISTRICT 9,REP,STATE SENATOR DISTRICT 9
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,2427.56,3.0,Canvassing,ZACK WIRTH (SD-9),PM,DOORKNOCKING,4/26/26-4/30/26,CANVASSING,N,,,,,,,,ZACK WIRTH,SENATE DISTRICT 9,REP,STATE SENATOR DISTRICT 9
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-01 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,8972.36,3.0,Canvassing,ZACK WIRTH (SD-9),PM,DOORKNOCKING,5/1/26-5/15/26,CANVASSING,N,,,,,,,,ZACK WIRTH,SENATE DISTRICT 9,REP,STATE SENATOR DISTRICT 9
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-20 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,882.14,3.0,Mailer,ZACK WIRTH (SD-9),PM,,"5,513",MAILER POSTAGE,N,,,,,,,,ZACK WIRTH,SENATE DISTRICT 9,REP,STATE SENATOR DISTRICT 9
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,882.14,3.0,Mailer,ZACK WIRTH (SD-9),PM,,"5,513",MAILER POSTAGE,N,,,,,,,,ZACK WIRTH,SENATE DISTRICT 9,REP,STATE SENATOR DISTRICT 9
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-13 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,882.14,3.0,Mailer,ZACK WIRTH (SD-9),PM,,"5,513",MAILER POSTAGE,N,,,,,,,,ZACK WIRTH,SENATE DISTRICT 9,REP,STATE SENATOR DISTRICT 9
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-04 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,882.14,3.0,Mailer,ZACK WIRTH (SD-9),PM,,"5,513",MAILER POSTAGE,N,,,,,,,,ZACK WIRTH,SENATE DISTRICT 9,REP,STATE SENATOR DISTRICT 9
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-20 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,2815.61,3.0,Mailer,ZACK WIRTH (SD-9),PM,,"5,513","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,ZACK WIRTH,SENATE DISTRICT 9,REP,STATE SENATOR DISTRICT 9
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,2575.95,3.0,Mailer,ZACK WIRTH (SD-9),PM,,"5,513","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,ZACK WIRTH,SENATE DISTRICT 9,REP,STATE SENATOR DISTRICT 9
