Committee,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Amount,Expenditure Type,Purpose,Candidate Issue,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,# of Donors - Individuals,Total $ - Individual,# of Donors - Committees,Total $ - Committee,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter,Matched Candidate,Matched District,Matched Party,Matched Race
Conservatives4MT,03/26/2026 to 04/25/2026,C6,2026-04-14 00:00:00,Lamar ,,,,7505 Entryway Drive,Billings,MT,59101.0,,1800.0,3.0,BILLBOARD FEE,Valerie Moore,PM,Billboard - Glasgow,1 month,Billboard advertising,N,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
Convention of States Action,04/26/2026 to 05/24/2026,C4,2026-05-20 00:00:00,Convention of States Action - Staff,,,,"5850 San Felipe, Ste. 580A",Houston,TX,77057,,5.91,3,Staff compensation,Buttrey; Bedey; Rusk; Binkley; Nelson; Lenz; Sprunger; Tilleman; Moore; Charbonneau; Caldwell,PM,,,Staff compensation for various communications,N,,,,,,,,ED BUTTREY | DAVID BEDEY | WAYNE RUSK | MICHELE BINKLEY | DENNIS LENZ | COURTENAY SPRUNGER | ERIC TILLEMAN | VALERIE MOORE | TROY CHARBONNEAU | ROY CALDWELL,SENATE DISTRICT 11 | SENATE DISTRICT 43 | HOUSE DISTRICT 86 | HOUSE DISTRICT 85 | SENATE DISTRICT 25 | HOUSE DISTRICT 7 | HOUSE DISTRICT 23 | HOUSE DISTRICT 29 | HOUSE DISTRICT 53 | HOUSE DISTRICT 84,REP | REP | REP | REP | REP | REP | REP | REP | REP | REP,STATE SENATOR DISTRICT 11 | STATE SENATOR DISTRICT 43 | STATE REPRESENTATIVE DISTRICT 86 | STATE REPRESENTATIVE DISTRICT 85 | STATE SENATOR DISTRICT 25 | STATE REPRESENTATIVE DISTRICT 7 | STATE REPRESENTATIVE DISTRICT 23 | STATE REPRESENTATIVE DISTRICT 29 | STATE REPRESENTATIVE DISTRICT 53 | STATE REPRESENTATIVE DISTRICT 84
Convention of States Action,04/26/2026 to 05/24/2026,C4,2026-05-19 00:00:00,Convention of States Action - Staff,,,,"5850 San Felipe, Ste. 580A",Houston,TX,77057,,5.91,3,Staff compensation,Buttrey; Bedey; Rusk; Binkley; Nelson; Lenz; Sprunger; Tilleman; Moore; Charbonneau; Caldwell,PM,,,Staff compensation for various communications,N,,,,,,,,ED BUTTREY | DAVID BEDEY | WAYNE RUSK | MICHELE BINKLEY | DENNIS LENZ | COURTENAY SPRUNGER | ERIC TILLEMAN | VALERIE MOORE | TROY CHARBONNEAU | ROY CALDWELL,SENATE DISTRICT 11 | SENATE DISTRICT 43 | HOUSE DISTRICT 86 | HOUSE DISTRICT 85 | SENATE DISTRICT 25 | HOUSE DISTRICT 7 | HOUSE DISTRICT 23 | HOUSE DISTRICT 29 | HOUSE DISTRICT 53 | HOUSE DISTRICT 84,REP | REP | REP | REP | REP | REP | REP | REP | REP | REP,STATE SENATOR DISTRICT 11 | STATE SENATOR DISTRICT 43 | STATE REPRESENTATIVE DISTRICT 86 | STATE REPRESENTATIVE DISTRICT 85 | STATE SENATOR DISTRICT 25 | STATE REPRESENTATIVE DISTRICT 7 | STATE REPRESENTATIVE DISTRICT 23 | STATE REPRESENTATIVE DISTRICT 29 | STATE REPRESENTATIVE DISTRICT 53 | STATE REPRESENTATIVE DISTRICT 84
Convention of States Action,04/26/2026 to 05/24/2026,C4,2026-05-19 00:00:00,Twilio Inc.,,,,"101 Spear Street, Ste. 500",San Francisco,CA,94105,,6.36,3,text messaging,Buttrey; Bedey; Rusk; Binkley; Nelson; Lenz; Sprunger; Tilleman; Moore,PM,,,Text messaging communications,N,,,,,,,,ED BUTTREY | DAVID BEDEY | WAYNE RUSK | MICHELE BINKLEY | DENNIS LENZ | COURTENAY SPRUNGER | ERIC TILLEMAN | VALERIE MOORE,SENATE DISTRICT 11 | SENATE DISTRICT 43 | HOUSE DISTRICT 86 | HOUSE DISTRICT 85 | SENATE DISTRICT 25 | HOUSE DISTRICT 7 | HOUSE DISTRICT 23 | HOUSE DISTRICT 29,REP | REP | REP | REP | REP | REP | REP | REP,STATE SENATOR DISTRICT 11 | STATE SENATOR DISTRICT 43 | STATE REPRESENTATIVE DISTRICT 86 | STATE REPRESENTATIVE DISTRICT 85 | STATE SENATOR DISTRICT 25 | STATE REPRESENTATIVE DISTRICT 7 | STATE REPRESENTATIVE DISTRICT 23 | STATE REPRESENTATIVE DISTRICT 29
Convention of States Action,04/26/2026 to 05/24/2026,C4,2026-05-18 00:00:00,Convention of States Action - Staff,,,,"5850 San Felipe, Ste. 580A",Houston,TX,77057,,44.59,3,Staff compensation,Buttrey; Bedey; Rusk; Binkley; Nelson; Lenz; Sprunger; Tilleman; Moore,PM,,,Staff compensation for various communications,N,,,,,,,,ED BUTTREY | DAVID BEDEY | WAYNE RUSK | MICHELE BINKLEY | DENNIS LENZ | COURTENAY SPRUNGER | ERIC TILLEMAN | VALERIE MOORE,SENATE DISTRICT 11 | SENATE DISTRICT 43 | HOUSE DISTRICT 86 | HOUSE DISTRICT 85 | SENATE DISTRICT 25 | HOUSE DISTRICT 7 | HOUSE DISTRICT 23 | HOUSE DISTRICT 29,REP | REP | REP | REP | REP | REP | REP | REP,STATE SENATOR DISTRICT 11 | STATE SENATOR DISTRICT 43 | STATE REPRESENTATIVE DISTRICT 86 | STATE REPRESENTATIVE DISTRICT 85 | STATE SENATOR DISTRICT 25 | STATE REPRESENTATIVE DISTRICT 7 | STATE REPRESENTATIVE DISTRICT 23 | STATE REPRESENTATIVE DISTRICT 29
Convention of States Action,04/26/2026 to 05/24/2026,C4,2026-05-10 00:00:00,Twilio,,,,"101 Spear Street, Ste. 500",San Francisco,CA,94105,,6.51,3,text messaging,Buttrey; Bedey; Rusk; Binkley; Nelson; Lenz; Sprunger; Tilleman; Moore,PM,,,Text messaging,N,,,,,,,,ED BUTTREY | DAVID BEDEY | WAYNE RUSK | MICHELE BINKLEY | DENNIS LENZ | COURTENAY SPRUNGER | ERIC TILLEMAN | VALERIE MOORE,SENATE DISTRICT 11 | SENATE DISTRICT 43 | HOUSE DISTRICT 86 | HOUSE DISTRICT 85 | SENATE DISTRICT 25 | HOUSE DISTRICT 7 | HOUSE DISTRICT 23 | HOUSE DISTRICT 29,REP | REP | REP | REP | REP | REP | REP | REP,STATE SENATOR DISTRICT 11 | STATE SENATOR DISTRICT 43 | STATE REPRESENTATIVE DISTRICT 86 | STATE REPRESENTATIVE DISTRICT 85 | STATE SENATOR DISTRICT 25 | STATE REPRESENTATIVE DISTRICT 7 | STATE REPRESENTATIVE DISTRICT 23 | STATE REPRESENTATIVE DISTRICT 29
Convention of States Action,04/26/2026 to 05/24/2026,C4,2026-05-05 00:00:00,Convention of States Action - Staff,,,,"5850 San Felipe, Ste. 580A",Houston,TX,77057,,138.09,3,Staff compensation,Buttrey; Bedey; Rusk; Binkley; Nelson; Lenz; Sprunger; Tilleman; Moore; Charbonneau; Caldwell,PM,,,Supporting various communications,N,,,,,,,,ED BUTTREY | DAVID BEDEY | WAYNE RUSK | MICHELE BINKLEY | DENNIS LENZ | COURTENAY SPRUNGER | ERIC TILLEMAN | VALERIE MOORE | TROY CHARBONNEAU | ROY CALDWELL,SENATE DISTRICT 11 | SENATE DISTRICT 43 | HOUSE DISTRICT 86 | HOUSE DISTRICT 85 | SENATE DISTRICT 25 | HOUSE DISTRICT 7 | HOUSE DISTRICT 23 | HOUSE DISTRICT 29 | HOUSE DISTRICT 53 | HOUSE DISTRICT 84,REP | REP | REP | REP | REP | REP | REP | REP | REP | REP,STATE SENATOR DISTRICT 11 | STATE SENATOR DISTRICT 43 | STATE REPRESENTATIVE DISTRICT 86 | STATE REPRESENTATIVE DISTRICT 85 | STATE SENATOR DISTRICT 25 | STATE REPRESENTATIVE DISTRICT 7 | STATE REPRESENTATIVE DISTRICT 23 | STATE REPRESENTATIVE DISTRICT 29 | STATE REPRESENTATIVE DISTRICT 53 | STATE REPRESENTATIVE DISTRICT 84
Convention of States Action,04/26/2026 to 05/24/2026,C4,2026-04-30 00:00:00,Convention of States Action - Staff,,,,"5850 San Felipe, Ste. 580A",Houston,TX,77057,,124.13,3,Staff compensation,Buttrey; Bedey; Rusk; Binkley; Nelson; Lenz; Sprunger; Tilleman; Moore; Charbonneau; Caldwell,PM,,,In support of various communication,N,,,,,,,,ED BUTTREY | DAVID BEDEY | WAYNE RUSK | MICHELE BINKLEY | DENNIS LENZ | COURTENAY SPRUNGER | ERIC TILLEMAN | VALERIE MOORE | TROY CHARBONNEAU | ROY CALDWELL,SENATE DISTRICT 11 | SENATE DISTRICT 43 | HOUSE DISTRICT 86 | HOUSE DISTRICT 85 | SENATE DISTRICT 25 | HOUSE DISTRICT 7 | HOUSE DISTRICT 23 | HOUSE DISTRICT 29 | HOUSE DISTRICT 53 | HOUSE DISTRICT 84,REP | REP | REP | REP | REP | REP | REP | REP | REP | REP,STATE SENATOR DISTRICT 11 | STATE SENATOR DISTRICT 43 | STATE REPRESENTATIVE DISTRICT 86 | STATE REPRESENTATIVE DISTRICT 85 | STATE SENATOR DISTRICT 25 | STATE REPRESENTATIVE DISTRICT 7 | STATE REPRESENTATIVE DISTRICT 23 | STATE REPRESENTATIVE DISTRICT 29 | STATE REPRESENTATIVE DISTRICT 53 | STATE REPRESENTATIVE DISTRICT 84
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-07 00:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,3199.87,3,Radio Advertising,Oppose Valerie Moore,PM,Radio,,Radio advertising ,N,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-08 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2563.0,3,Mail production/postage,Oppose Valerie Moore,PM,Mail,2414,mail production/postage,N,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
