Committee,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Amount,Expenditure Type,Purpose,Candidate Issue,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,# of Donors - Individuals,Total $ - Individual,# of Donors - Committees,Total $ - Committee,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter,Column 1,Column 2,Matched Candidate,Matched District,Matched Party,Matched Race
Conservatives4MT,,,,,,,,,,,,,28735.34,,,,,,,,,,,,,,,,,,DOUG MARTENS,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
Conservatives4MT,,,,,,,,,,,,,5338.58,,,,,,,,,,,,,,,,,,DOUG MARTENS,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
Conservatives4MT,,,,,,,,,,,,,5338.58,,,,,,,,,,,,,,,,,,DOUG MARTENS,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
Conservatives4MT,,,,,,,,,,,,,2018.00,,,,,,,,,,,,,,,,,,DOUG MARTENS,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
Conservatives4MT,,,,,,,,,,,,,54464.94,,,,,,,,,,,,,,,,,,DOUG MARTENS,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,3315,3,Mail production/postage,Oppose Doug Martens,PM,Mail,4144,mail production/postage,N,,,,,,,,,,DOUG MARTENS,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-14 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,3315,3,Mail production/postage,Oppose Doug Martens,PM,Mail,4144,mail production/postage,N,,,,,,,,,,DOUG MARTENS,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-10 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,3315,3,Mail production/postage,Oppose Doug Martens,PM,mail,4144,mail production/postage,N,,,,,,,,,,DOUG MARTENS,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-01 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,3315,3,Mail production/postage,Oppose Doug Martens,PM,Mail,4144,mail production/postage,N,,,,,,,,,,DOUG MARTENS,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,3315,3,Mail production/postage,Oppose Doug Martens,PM,Mail,"4,144",Mail production/postage,N,,,,,,,,,,DOUG MARTENS,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-17 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,3315,3,Mail production/postage,Oppose Doug Martens,PM,Mail,"4,144",Mail production/postage,N,,,,,,,,,,DOUG MARTENS,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-10 0:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,3315,3,Mail production/postage,Oppose Doug Martens,PM,Mail,"4,144",Mail production/postage,N,,,,,,,,,,DOUG MARTENS,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
