Committee,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Amount,Expenditure Type,Purpose,Candidate Issue,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,# of Donors - Individuals,Total $ - Individual,# of Donors - Committees,Total $ - Committee,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter,Column 1,Column 2,Matched Candidate,Matched District,Matched Party,Matched Race
Conservatives4MT,03/26/2026 to 04/25/2026,C6,2026-04-14 0:00:00,Lamar,,,,7505 Entryway Drive,Billings,MT,59101,,5292,3,BILLBOARD FEE,John Fitzpatrick,PM,Billboard - Deer Lodge,1 month,Billboard advertising,N,,,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
Conservatives4MT,,,,,,,,,,,,,31037.87,,,,,,,,,,,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
Conservatives4MT,,,,,,,,,,,,,3233.91,,,,,,,,,,,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
Conservatives4MT,,,,,,,,,,,,,3233.91,,,,,,,,,,,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
Conservatives4MT,,,,,,,,,,,,,5084.31,,,,,,,,,,,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
Conservatives4MT,,,,,,,,,,,,,2000.00,,,,,,,,,,,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
Conservatives4MT,,,,,,,,,,,,,35396.72,,,,,,,,,,,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
Montanans for Responsible Stewardship,03/26/2026 to 04/25/2026,C6,2026-04-24 0:00:00,Alphagraphics,,,,1947 South Avenue West,Missoula,MT,59801,,155.92,3,Door Hangers for canvassing,John Fitzpatrick HD 76,PM,,250,,N,,,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-24 0:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2536,3,Mail production/postage,Oppose John Fitzpatrick,PM,Mail,2352,mail production/postage,N,,,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 0:00:00,Wise Digital Strategies,,,,27122 Sable Oaks Lane,Houston,TX,77433,,5000,3,Digital Advertising,Oppose John Fitzpatrick,PM,Online,,Digital Advertising,N,,,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
