Committee,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Amount,Expenditure Type,Purpose,Candidate Issue,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,# of Donors - Individuals,Total $ - Individual,# of Donors - Committees,Total $ - Committee,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter,Column 1,Column 2,Matched Candidate,Matched District,Matched Party,Matched Race
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 0:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203,,1794.09,3,Canvassing,CALEB HINKLE (SD-34),PM,DOORKNOCKING,5/16/26-5/24/26,,,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-07 0:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024,,569.19,3,Mailer,CALEB HINKLE (SD-34),PM,,"3,635",MAILER POSTAGE,N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-07 0:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108,,2039.26,3,Mailer,CALEB HINKLE (SD-34),PM,,"3,635","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-04 0:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024,,569.19,3,Mailer,CALEB HINKLE (SD-34),PM,,"3,635",MAILER POSTAGE,N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-04 0:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108,,2162.72,3,Mailer,CALEB HINKLE (SD-34),PM,,"3,635","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-01 0:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203,,4222.29,3,Canvassing,CALEB HINKLE (SD-34),PM,DOORKNOCKING,5/1/26-5/15/26,CANVASSING,N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 0:00:00,CANVASS AMERICA,,,,"45 N HILL DR, STE 100",WARRENTON,VA,20186,,6291,3,Canvassing,CALEB HINKLE (SD-34),PM,DOORKNOCKING,4/26/26-5/24/26,CANVASSING,N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 0:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203,,1387.18,3,Canvassing,CALEB HINKLE (SD-34),PM,DOORKNOCKING,4/26/26-4/30/26,CANVASSING,N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,03/26/2026 to 04/25/2026,C4,2026-04-24 0:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024,,569.19,3,Mailer,CALEB HINKLE (SD-34),PM,,"3,635",MAILER POSTAGE,N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,03/26/2026 to 04/25/2026,C4,2026-04-24 0:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108,,2049.45,3,Mailer,CALEB HINKLE (SD-34),PM,,"3,635","MAILER DESIGN, PRINTING, AND PRODUCTION",N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,03/26/2026 to 04/25/2026,C4,2026-04-16 0:00:00,AMERICANS FOR PROSPERITY,,,,4201 WILSON BLVD STE 1000,ARLINGTON,VA,22203,,2774.36,3,Canvassing,CALEB HINKLE (SD-34),PM,DOORKNOCKING,4/16/26-4/25/26,DOORKNOCKING,N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,03/26/2026 to 04/25/2026,C4,2026-04-14 0:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108,,1981.2,3,DOORHANGER,CALEB HINKLE (SD-34),PM,,"4,000","DOORHANGER DESIGN, PRINTING, AND PRODUCTION",N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,03/26/2026 to 04/25/2026,C4,2026-04-07 0:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024,,569.19,3,Mailer,CALEB HINKLE (SD-34),PM,,"3,635",MAILER POSTAGE,N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,03/26/2026 to 04/25/2026,C4,2026-04-07 0:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108,,2032.77,3,Mailer,CALEB HINKLE (sd-34),PM,,"3,635","MAILER DESIGN, PRINTING, AND PRODUCTION",N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,03/26/2026 to 04/25/2026,C4,2026-04-01 0:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203,,2080.77,3,Canvassing,CALEB HINKLE (SD-34),PM,DOORKNOCKING,4/1/26-4/15/26,DOORKNOCKING,N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,03/26/2026 to 04/25/2026,C4,2026-03-30 0:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024,,569.19,3,Mailer,CALEB HINKLE (SD-34),PM,,"3,635",MAILER POSTAGE,N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,03/26/2026 to 04/25/2026,C4,2026-03-30 0:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108,,2126.6,3,Mailer,CALEB HINKLE (SD-34),PM,,"3,635","MAILER DESIGN, PRINTING, AND PRODUCTION",N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,03/26/2026 to 04/25/2026,C4,2026-03-27 0:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108,,2774.5,3,DOORHANGER,CALEB HINKLE (SD-34),PM,,"5,000","DOORHANGER DESIGN, PRINTING, AND PRODUCTION",N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,03/26/2026 to 04/25/2026,C4,2026-03-26 0:00:00,Canvass America,,,,45 N HILL DR STE 100,WARRENTON,VA,20186,,4625,3,Canvassing,CALEB HINKLE (SD-34),PM,DOORKNOCKING,3/26/26-4/25/26,DOORKNOCKING,N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,03/26/2026 to 04/25/2026,C4,2026-03-26 0:00:00,AMERICANS FOR PROSPERITY,,,,4201 WILSON BLVD STE 1000,ARLINGTON,VA,22203,,97.53,3,Canvassing,CALEB HINKLE (SD-34),PM,DOORKNOCKING,3/26/26-3/31/26,DOORKNOCKING,N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,02/06/2026 to 03/25/2026,C4,2026-03-16 0:00:00,AMERICANS FOR PROSPERITY,,,,4201 WILSON BLVD STE 1000,ARLINGTON,VA,22203,,162.56,3,Canvassing,CALEB HINKLE (SD-34),PM,DOORKNOCKING,3/16/26-3/25/26,DOORKNOCKING,N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,02/06/2026 to 03/25/2026,C4,2026-03-12 0:00:00,UNITED STATES POSTAL SERVICE,,,UNITED STATES POSTAL SERVICE,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024,,569.19,3,Mailer,CAELB HINKLE (SD-34),PM,,"3,635",MAILER POSTAGE,N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,02/06/2026 to 03/25/2026,C4,2026-03-12 0:00:00,FCG MAIL LLC,,,FCG MAIL LLC,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108,,2023.97,3,Mailer,CALEB HINKLE (SD-34),PM,,"3,635","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,02/06/2026 to 03/25/2026,C4,2026-03-06 0:00:00,TARGETED VICTORY,,,,2311 WILSON BLVD STE 200,ARLINGTON,VA,22201,,4000,3,Digital Advertising,CALEB HINKLE (SD-34),PM,,2/6/26-6/2/26,DIGITAL AD PRODUCTION,N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,02/06/2026 to 03/25/2026,C4,2026-03-01 0:00:00,AMERICANS FOR PROSPERITY,,,,4201 WILSON BLVD STE 1000,ARLINGTON,VA,22203,,260.09,3,Canvassing,CALEB HINKLE (SD-34),PM,DOORKNOCKING,3/1/26-3/15/26,DOORKNOCKING,N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,02/06/2026 to 03/25/2026,C4,2026-02-16 0:00:00,AMERICANS FOR PROSPERITY,,,,4201 WILSON BLVD STE 1000,ARLINGTON,VA,22203,,565.76,3,Canvassing,CALEB HINKLE (SD-34),PM,DOORKNOCKING,2/16/26-2/28/26,DOORKNOCKING,N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,02/06/2026 to 03/25/2026,C4,2026-02-06 0:00:00,AMERICANS FOR PROSPERITY,,,,4201 WILSON BLVD STE 1000,ARLINGTON,VA,22203,,565.76,3,Canvassing,CALEB HINKLE (SD-34),PM,DOORKNOCKING,2/6/26-2/15/26,DOORKNOCKING,N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,02/06/2026 to 03/25/2026,C4,2026-02-06 0:00:00,CANVASS AMERICA,,,,45 N HILL DRIVE STE 100,WARRENTON,VA,20186,,933,3,Canvassing,CALEB HINKLE,PM,DOORKNOCKING,2/6/26-3/25/26,DOORKNOCKING,N,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
