Committee,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Amount,Expenditure Type,Purpose,Candidate Issue,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,# of Donors - Individuals,Total $ - Individual,# of Donors - Committees,Total $ - Committee,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter,Matched Candidate,Matched District,Matched Party,Matched Race
Montanans for Responsible Stewardship,03/26/2026 to 04/25/2026,C6,2026-04-20 00:00:00,Alpha Graphics,,,,1947 South Avenue West,Missoula,MT,59801,,497.1,3,Door Hangers for canvassing,Curtis Cochran HD 90,PM,,1200.0,,N,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
Montanans for Responsible Stewardship,03/26/2026 to 04/25/2026,C6,2026-04-24 00:00:00,Bridge Pizza,,,,600 South Higgins,Missoula,MT,59801,,76.0,3,Food during phone banking,Curtis Cochran HD 90,PM,,,,N,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-14 00:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2433.0,3,Mail production/postage,Oppose Curtis Cochran,PM,Mail,2113,mail production/postage,N,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-07 00:00:00,SFF Buying LLC,,,,"3900 Teleport Blvd, #140053",Irving,TX,75014,,2986.55,3,Radio Advertising,Oppose Curtis Cochran,PM,Radio,,radio advertising,N,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-19 00:00:00,Darby House LLC,,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,2500.0,3,Digital Ad Production,Oppose Curtis Cochran,PM,digital,,digital ad production,N,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,5000.0,3,Online Advertising,Oppose Curtis Cochran,PM,Google,,online advertising,N,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,i360,,,,"2300 Clarendon Blvd, Suite 800",Arlington,VA,22203,,15.0,3,Data,Oppose Curtis Cochran,PM,,,Data,N,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-01 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,2433.0,3,Mail production/postage,Oppose Curtis Cochran,PM,mail,2113,mail production/postage,N,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Drogin Group,,,,6705 W Hwy 290 Suite 50281,Austin,TX,78735,,300.0,3,website production/hosting,Oppose Curtis Cochran,PM,online,,website production/hosting,N,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-21 00:00:00,Wise Digital Strategies,,,,27122 Sable Oaks Lane,Houston,TX,77433,,5000.0,3,Digital Advertising,Oppose Curtis Cochran,PM,online,,Digital Advertising,N,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-10 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2433.0,3,Mail production/postage,Oppose Curtis Cochran,PM,Mail,2113,mail production/postage,N,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Fox Television Stations LLC,,,,"1211 Avenue of the Americas, Suite 302",New York,NY,10036,,4256.0,3,Online Advertising,Oppose Curtis Cochran,PM,Fox TV,,online advertising,N,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Meta,,,,1601 Willow Road,Menlo Park,CA,94025,,500.0,3,Digital Advertising,Oppose Curtis Cochran,PM,Facebook,,Digital advertising,N,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Trade Desk,,,,"2710 Media Center Dr, Bldg 6",Los Angeles,CA,90065,,14244.0,3,Online Advertising,Oppose Curtis Cochran,PM,online,,online advertising,N,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,04/26/2026 to 05/24/2026,C6,2026-05-24 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2433.0,3,Mail production/postage,Oppose Curtis Cochran,PM,Mail,2113,mail production/postage,N,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-21 00:00:00,Darby House LLC,,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,3565.0,3,Video production/placement,Oppose Curtis Cochran,PM,Digital,1 ad + digital placement,Video production/placement,N,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-10 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2433.0,3,Mail production/postage,Oppose Curtis Cochran,PM,Mail,"2,113",Mail production/postage,N,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-17 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,2433.0,3,Mail production/postage,Oppose Curtis Cochran,PM,Mail ,"2,113",Mail production/postage,N,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,04/07/2026 to 04/25/2026,C6,2026-04-24 00:00:00,Whistlestop Strategies LLC,,,,"100 Coastal Drive, Suite 305",Charleston,SC,29492,,2433.0,3,Mail production/postage,Oppose Curtis Cochran,PM,Mail,"2,113",Mail production/postage,N,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
