Committee,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Amount,Expenditure Type,Purpose,Candidate Issue,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,# of Donors - Individuals,Total $ - Individual,# of Donors - Committees,Total $ - Committee,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter,Matched Candidate,Matched District,Matched Party,Matched Race
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,CANVASS AMERICA,,,,"45 N HILL DR, STE 100",WARRENTON,VA,20186.0,,4657.0,3.0,Canvassing,KATHY LOVE (SD-43),PM,DOORKNOCKING,4/26/26-5/24/26,CANVASSING,N,,,,,,,,KATHY LOVE,SENATE DISTRICT 43,REP,STATE SENATOR DISTRICT 43
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,1794.09,3.0,Canvassing,KATHY LOVE (SD-43),PM,DOORKNOCKING,5/16/26-5/24/26,CANVASSING,N,,,,,,,,KATHY LOVE,SENATE DISTRICT 43,REP,STATE SENATOR DISTRICT 43
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,1387.18,3.0,Canvassing,KATHY LOVE (SD-43),PM,DOORKNOCKING,4/26/26-4/30/26,CANVASSING,N,,,,,,,,KATHY LOVE,SENATE DISTRICT 43,REP,STATE SENATOR DISTRICT 43
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-01 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,2375.04,3.0,Canvassing,KATHY LOVE (SD-43),PM,DOORKNOCKING,5/1/26-5/15/26,CANVASSING,N,,,,,,,,KATHY LOVE,SENATE DISTRICT 43,REP,STATE SENATOR DISTRICT 43
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,841.09,3.0,Mailer,KATHY LOVE (SD-43),PM,,"5,369",MAILER POSTAGE,N,,,,,,,,KATHY LOVE,SENATE DISTRICT 43,REP,STATE SENATOR DISTRICT 43
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-04 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,841.09,3.0,Mailer,KATHY LOVE (SD-43),PM,,"5,369",MAILER POSTAGE,N,,,,,,,,KATHY LOVE,SENATE DISTRICT 43,REP,STATE SENATOR DISTRICT 43
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,2531.92,3.0,Mailer,KATHY LOVE (SD-43),PM,,"5,369","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,KATHY LOVE,SENATE DISTRICT 43,REP,STATE SENATOR DISTRICT 43
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-04 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,2714.29,3.0,Mailer,KATHY LOVE (SD-43),PM,,"5,369","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,KATHY LOVE,SENATE DISTRICT 43,REP,STATE SENATOR DISTRICT 43
AMERICANS FOR PROSPERITY - MONTANA,03/26/2026 to 04/25/2026,C4,2026-04-24 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,841.09,3.0,Mailer ,KATHY LOVE (SD-43),PM,,"5,369",MAILER POSTAGE,N,,,,,,,,KATHY LOVE,SENATE DISTRICT 43,REP,STATE SENATOR DISTRICT 43
AMERICANS FOR PROSPERITY - MONTANA,03/26/2026 to 04/25/2026,C4,2026-04-07 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,841.09,3.0,Mailer,KATHY LOVE (SD-43),PM,,"5,369",MAILER POSTAGE,N,,,,,,,,KATHY LOVE,SENATE DISTRICT 43,REP,STATE SENATOR DISTRICT 43
AMERICANS FOR PROSPERITY - MONTANA,03/26/2026 to 04/25/2026,C4,2026-03-30 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,841.09,3.0,Mailer,KATHY LOVE (SD-43),PM,,"5,369",MAILER POSTAGE,N,,,,,,,,KATHY LOVE,SENATE DISTRICT 43,REP,STATE SENATOR DISTRICT 43
AMERICANS FOR PROSPERITY - MONTANA,03/26/2026 to 04/25/2026,C4,2026-03-26 00:00:00,Canvass America,,,,"45 N HILL DR, STE 100",WARRENTON,VA,20186.0,,4622.0,3.0,Canvassing,KATHY LOVE (SD-43),PM,DOORKNOCKING,3/26/26-4/25/26,DOORKNOCKING,N,,,,,,,,KATHY LOVE,SENATE DISTRICT 43,REP,STATE SENATOR DISTRICT 43
