Committee,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Amount,Expenditure Type,Purpose,Candidate Issue,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,# of Donors - Individuals,Total $ - Individual,# of Donors - Committees,Total $ - Committee,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter,Matched Candidate,Matched District,Matched Party,Matched Race
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,CANVASS AMERICA,,,,"45 N HILL DR, STE 100",WARRENTON,VA,20186.0,,1901.0,3.0,Canvassing,TONY ROSALES (HD-20),PM,DOORKNOCKING,4/26/26-5/24/26,CANVASSING,N,,,,,,,,TONY ROSALES,HOUSE DISTRICT 20,REP,STATE REPRESENTATIVE DISTRICT 20
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,CANVASS AMERICA,,,,"45 N HILL DR, STE 100",WARRENTON,VA,20186.0,,2533.0,3.0,Canvassing,JOHN SOUTH (HD-28),PM,DOORKNOCKING,4/26/26-5/24/26,CANVASSING,N,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,CANVASS AMERICA,,,,"45 N HILL DR, STE 100",WARRENTON,VA,20186.0,,950.0,3.0,Canvassing,LINDA HARMON (HD-29),PM,DOORKNOCKING,4/26/26-5/24/26,CANVASSING,N,,,,,,,,LINDA HARMON,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,CANVASS AMERICA,,,,"45 N HILL DR, STE 100",WARRENTON,VA,20186.0,,2756.0,3.0,Canvassing,KIM DAILEY (HD-85),PM,DOORKNOCKING,4/26/26-5/24/26,CANVASSING,N,,,,,,,,KIM DAILEY,HOUSE DISTRICT 85,REP,STATE REPRESENTATIVE DISTRICT 85
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,CANVASS AMERICA,,,,"45 N HILL DR, STE 100",WARRENTON,VA,20186.0,,4752.0,3.0,Canvassing,FINLEY WARDEN (HD-13),PM,DOORKNOCKIGN,4/26/26-5/24/26,CANVASSING,N,,,,,,,,FINLEY WARDEN,HOUSE DISTRICT 13,REP,STATE REPRESENTATIVE DISTRICT 13
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,CANVASS AMERICA,,,,"45 N HILL DR, STE 100",WARRENTON,VA,20186.0,,6068.0,3.0,Canvassing,MARY HORMAN (HD-55),PM,DOORKNOCKING,4/26/26-5/24/26,CANVASSING,N,,,,,,,,MARY HORMAN,HOUSE DISTRICT 55,REP,STATE REPRESENTATIVE DISTRICT 55
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,CANVASS AMERICA,,,,"45 N HILL DR, STE 100",WARRENTON,VA,20186.0,,5750.0,3.0,Canvassing,STEVE LAPRAIM (SD-42),PM,DOORKNOCKING,4/26/26-5/24/26,CANVASSING,N,,,,,,,,STEPHEN LAPRAIM,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,CANVASS AMERICA,,,,"45 N HILL DR, STE 100",WARRENTON,VA,20186.0,,14968.0,3.0,Canvassing,ZACK WIRTH (SD-9),PM,DOORKNOCKING,4/26/26-5/24/26,CANVASSING,N,,,,,,,,ZACK WIRTH,SENATE DISTRICT 9,REP,STATE SENATOR DISTRICT 9
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,CANVASS AMERICA,,,,"45 N HILL DR, STE 100",WARRENTON,VA,20186.0,,4115.0,3.0,Canvassing ,TREVOR FUNSETH (HD-21),PM,DOORKNOCKING,4/26/26-5/24/26,CANVASSING,N,,,,,,,,TREVOR P FUNSETH,HOUSE DISTRICT 21,REP,STATE REPRESENTATIVE DISTRICT 21
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,CANVASS AMERICA,,,,"45 N HILL DR, STE 100",WARRENTON,VA,20186.0,,4115.0,3.0,Canvassing,TREVOR WALTER (HD-69),PM,DOORKNOCKING,4/26/26-5/24/26,CANVASSING,N,,,,,,,,TREVOR WALTER,HOUSE DISTRICT 69,REP,STATE REPRESENTATIVE DISTRICT 69
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,CANVASS AMERICA,,,,"45 N HILL DR, STE 100",WARRENTON,VA,20186.0,,4115.0,3.0,Canvassing,TRISH SCHREIBER (HD-76),PM,DOORKNOCKING,4/26/26-5/24/26,CANVASSING,N,,,,,,,,TRISH SCHREIBER,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,CANVASS AMERICA,,,,"45 N HILL DR, STE 100",WARRENTON,VA,20186.0,,4657.0,3.0,Canvassing,KATHY LOVE (SD-43),PM,DOORKNOCKING,4/26/26-5/24/26,CANVASSING,N,,,,,,,,KATHY LOVE,SENATE DISTRICT 43,REP,STATE SENATOR DISTRICT 43
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,CANVASS AMERICA,,,,"45 N HILL DR, STE 100",WARRENTON,VA,20186.0,,6291.0,3.0,Canvassing,CALEB HINKLE (SD-34),PM,DOORKNOCKING,4/26/26-5/24/26,CANVASSING,N,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 00:00:00,AMERICANS FOR PROSPERITY,,,,4201 WILSON BLVD,ARLINGTON,VA,22203.0,,1196.06,3.0,Canvassing,KIM DAILEY (HD-85),PM,DOORKNOCKING,5/16/26-5/24/26,CANVASSING,N,,,,,,,,KIM DAILEY,HOUSE DISTRICT 85,REP,STATE REPRESENTATIVE DISTRICT 85
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,897.05,3.0,Canvassing,TONY ROSALES (HD-20),PM,DOORKNOCKING,5/16/26-5/24/26,CANVASSING,N,,,,,,,,TONY ROSALES,HOUSE DISTRICT 20,REP,STATE REPRESENTATIVE DISTRICT 20
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,598.03,3.0,Canvassing,LINDA HARMON (HD-29),PM,DOORKNOCKING,5/16/26-5/24/26,CANVASSING,N,,,,,,,,LINDA HARMON,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,897.05,3.0,Canvassing,JOHN SOUTH (HD-28),PM,DOORKNOCKING,5/16/26-5/24/26,CANVASSING,N,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,1196.06,3.0,Canvassing,MARY HORMAN (HD-55),PM,DOORKNOCKING,5/16/26-5/24/26,CANVASSING,N,,,,,,,,MARY HORMAN,HOUSE DISTRICT 55,REP,STATE REPRESENTATIVE DISTRICT 55
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,1196.06,3.0,Canvassing,FINLEY WARDEN (HD-13),PM,DOORKNOCKING,5/16/26-5/24/26,CANVASSING,N,,,,,,,,FINLEY WARDEN,HOUSE DISTRICT 13,REP,STATE REPRESENTATIVE DISTRICT 13
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,1794.09,3.0,Canvassing,STEVE LAPRAIM (SD-42),PM,DOORKNOCKING,5/16/26-5/24/26,CANVASSING,N,,,,,,,,STEPHEN LAPRAIM,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,1196.06,3.0,Canvassing,TREVOR FUNSETH (HD-21),PM,DOORKNOCKING,5/16/26-5/24/26,CANVASSING,N,,,,,,,,TREVOR P FUNSETH,HOUSE DISTRICT 21,REP,STATE REPRESENTATIVE DISTRICT 21
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,1794.09,3.0,Canvassing,CALEB HINKLE (SD-34),PM,DOORKNOCKING,5/16/26-5/24/26,,,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,1196.06,3.0,Canvassing ,TREVOR WALTER (HD-69),PM,DOORKNOCKING,5/16/26-5/24/26,CANVASSING,N,,,,,,,,TREVOR WALTER,HOUSE DISTRICT 69,REP,STATE REPRESENTATIVE DISTRICT 69
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 00:00:00,AMERICANS FOR PROSPERITY ,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,1196.06,3.0,Canvassing ,TRISH SCHREIBER (HD-76),PM,DOORKNOCKING,5/16/26-5/24/26,CANVASSING,N,,,,,,,,TRISH SCHREIBER,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,1794.09,3.0,Canvassing,KATHY LOVE (SD-43),PM,DOORKNOCKING,5/16/26-5/24/26,CANVASSING,N,,,,,,,,KATHY LOVE,SENATE DISTRICT 43,REP,STATE SENATOR DISTRICT 43
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-16 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,5980.31,3.0,Canvassing,ZACK WIRTH (SD-9),PM,DOORKNOCKING,5/16/26-5/24/26,CANVASSING,N,,,,,,,,ZACK WIRTH,SENATE DISTRICT 9,REP,STATE SENATOR DISTRICT 9
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,AMERICANS FOR PROSPERITY,,,,4201 WILSON BLVD,ARLINGTON,VA,22203.0,,693.59,3.0,Canvassing,KIM DAILEY (HD-85),PM,DOORKNOCKING,4/26/26-4/30/26,CANVASSING,N,,,,,,,,KIM DAILEY,HOUSE DISTRICT 85,REP,STATE REPRESENTATIVE DISTRICT 85
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,693.59,3.0,Canvassing,TONY ROSALES (HD-20),PM,DOORKNOCKING,4/26/26-4/30/26,CANVASSING,N,,,,,,,,TONY ROSALES,HOUSE DISTRICT 20,REP,STATE REPRESENTATIVE DISTRICT 20
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,AMERICANS FOR PROSPERITY,,,,4201 WILSON BLVD,ARLINGTON,VA,22203.0,,173.39,3.0,Canvassing,LINDA HARMON (HD-29),PM,DOORKNOCKING,4/26/26-4/30/26,CANVASSING,N,,,,,,,,LINDA HARMON,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,520.19,3.0,Canvassing,JOHN SOUTH (HD-28),PM,DOORKNOCKING,4/26/26-4/30/26,CANVASSING,N,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,1387.18,3.0,Canvassing,MARY HORMAN (HD-55),PM,DOORKNOCKING,4/26/26-4/30/26,CANVASSING,N,,,,,,,,MARY HORMAN,HOUSE DISTRICT 55,REP,STATE REPRESENTATIVE DISTRICT 55
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,866.99,3.0,Canvassing,FINLEY WARDEN (HD-13),PM,DOORKNOCKING,4/26/26-4/30/26,CANVASSING,N,,,,,,,,FINLEY WARDEN,HOUSE DISTRICT 13,REP,STATE REPRESENTATIVE DISTRICT 13
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,693.59,3.0,Canvassing,STEVE LAPRAIM (SD-42),PM,DOORKNOCKING,4/26/26-4/30/26,CANVASSING,N,,,,,,,,STEPHEN LAPRAIM,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,693.59,3.0,Canvassing,TREVOR FUNSETH (HD-21),PM,DOORKNOCKING,4/26/26-4/30/26,CANVASSING,N,,,,,,,,TREVOR P FUNSETH,HOUSE DISTRICT 21,REP,STATE REPRESENTATIVE DISTRICT 21
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,1387.18,3.0,Canvassing,CALEB HINKLE (SD-34),PM,DOORKNOCKING,4/26/26-4/30/26,CANVASSING,N,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,693.59,3.0,Canvassing,TREVOR WALTER (HD-69),PM,DOORKNOCKING,4/26/26-4/30/26,CANVASSING,N,,,,,,,,TREVOR WALTER,HOUSE DISTRICT 69,REP,STATE REPRESENTATIVE DISTRICT 69
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,AMERICANS FOR PROSPERITY ,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,693.59,3.0,Canvassing,TRISH SCHREIBER (HD-76),PM,DOORKNOCKING,4/26/26-4/30/26,CANVASSING,N,,,,,,,,TRISH SCHREIBER,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,1387.18,3.0,Canvassing,KATHY LOVE (SD-43),PM,DOORKNOCKING,4/26/26-4/30/26,CANVASSING,N,,,,,,,,KATHY LOVE,SENATE DISTRICT 43,REP,STATE SENATOR DISTRICT 43
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-04-26 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,2427.56,3.0,Canvassing,ZACK WIRTH (SD-9),PM,DOORKNOCKING,4/26/26-4/30/26,CANVASSING,N,,,,,,,,ZACK WIRTH,SENATE DISTRICT 9,REP,STATE SENATOR DISTRICT 9
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-01 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,1055.58,3.0,Canvassing,KIM DAILEY (HD-85),PM,DOORKNOCKING,5/1/26-5/15/26,CANVASSING,N,,,,,,,,KIM DAILEY,HOUSE DISTRICT 85,REP,STATE REPRESENTATIVE DISTRICT 85
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-01 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,1055.58,3.0,Canvassing,TONY ROSALES (HD-20),PM,DOORKNOCKING,5/1/26-5/15/26,CANVASSING,N,,,,,,,,TONY ROSALES,HOUSE DISTRICT 20,REP,STATE REPRESENTATIVE DISTRICT 20
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-01 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,1055.58,3.0,Canvassing,LINDA HARMON (HD-29),PM,DOORKNOCKING,5/1/26-5/15/26,CANVASSING,N,,,,,,,,LINDA HARMON,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-01 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,1055.58,3.0,Canvassing,JOHN SOUTH (HD-28),PM,DOORKNOCKING,5/1/26-5/15/26,CANVASSING,N,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-01 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,4222.29,3.0,Canvassing,MARY HORMAN (HD-55),PM,DOORKNOCKING,5/1/26-5/15/26,CANVASSING,N,,,,,,,,MARY HORMAN,HOUSE DISTRICT 55,REP,STATE REPRESENTATIVE DISTRICT 55
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-01 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,2111.14,3.0,Canvassing,FINLEY WARDEN (HD-13),PM,DOORKNOCKING,5/1/26-5/15/26,CANVASSING,N,,,,,,,,FINLEY WARDEN,HOUSE DISTRICT 13,REP,STATE REPRESENTATIVE DISTRICT 13
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-01 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,4222.29,3.0,Canvassing,STEVE LAPRAIM (SD-42),PM,DOORKNOCKING,5/1/26-5/15/26,CANVASSING,N,,,,,,,,STEPHEN LAPRAIM,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-01 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,2111.14,3.0,Canvassing,TREVOR FUNSETH (HD-21),PM,DOORKNOCKING,5/1/26-5/15/26,CANVASSING,N,,,,,,,,TREVOR P FUNSETH,HOUSE DISTRICT 21,REP,STATE REPRESENTATIVE DISTRICT 21
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-01 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,4222.29,3.0,Canvassing,CALEB HINKLE (SD-34),PM,DOORKNOCKING,5/1/26-5/15/26,CANVASSING,N,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-01 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,2111.14,3.0,Canvassing,TREVOR WALTER (HD-69),PM,DOORKNOCKING,5/1/26-5/15/26,CANVASSING,N,,,,,,,,TREVOR WALTER,HOUSE DISTRICT 69,REP,STATE REPRESENTATIVE DISTRICT 69
AMERICANS FOR PROSPERITY - MONTANA,04/26/2026 to 05/24/2026,C4,2026-05-01 00:00:00,AMERICANS FOR PROSPERITY,,,,"4201 WILSON BLVD, STE 1000",ARLINGTON,VA,22203.0,,2375.04,3.0,Canvassing,TRISH SCHREIBER (HD-76),PM,DOORKNOCKING,5/1/26-5/15/26,CANVASSING,N,,,,,,,,TRISH SCHREIBER,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
